Node_ID,Title
DATE263,scc thermal model identification via advanced bias-compensated least-squares
DATE264,optical look up table
DATE265,statistical modeling with the virtual source mosfet model
DATE266,from transistors to mems: throughput-aware power gating in cmos circuits
DATE267,low-power warp processor for power efficient high-performance embedded systems
DATE268,trade-off design of analog circuits using goal attainment and wave front sequential quadratic programming
DATE269,learning to infer: rl-based search for dnn primitive selection on heterogeneous embedded systems
DATE270,inkjet-printed true random number generator based on additive resistor tuning
DATE271,single-event double-upset self-recoverable and single-event transient pulse filterable latch design for low power applications
DATE272,optimizing power-accuracy trade-off in approximate adders
DATE273,a peripheral circuit reuse structure integrated with a retimed data flow for low power rram crossbar-based cnn
DATE274,a retrospective evaluation of energy-efficient object detection solutions on embedded devices
DATE275,reliability and performance trade-offs for 3d noc-enabled multicore chips
DATE276,3t-tfet bitcell based tfet-cmos hybrid sram design for ultra-low power applications
DATE277,towards general purpose computations on low-end mobile gpus
DATE278,leakage power reduction for deeply-scaled finfet circuits operating in multiple voltage regimes using fine-grained gate length biasing technique
DATE279,exploiting narrow-width values for improving non-volatile cache lifetime
DATE280,contract-based design of control protocols for safety-critical cyber-physical systems
DATE281,an h.264 quad-fullhd low-latency intra video encoder
DATE282,a near-future prediction method for low power consumption on a many-core processor
DATE283,error detection in ternary cams using bloom filters
DATE284,a low-power and low-voltage bbpll-based sensor interface in 130nm cmos for wireless sensor networks
DATE285,saliency aware display power management
DATE286,design of a low-energy data processing architecture for wsn nodes
DATE287,power-efficient calibration and reconfiguration for on-chip optical communication
DATE288,a block-diagonal structured model reduction scheme for power grid networks
DATE289,soft error-aware design optimization of low power and time-constrained embedded systems
DATE290,a new placement algorithm for the mitigation of multiple cell upsets in sram-based fpgas
DATE291,exploration of power reduction and performance enhancement in leon3 processor with esl reprogrammable efpga in processor pipeline and as a co-processor
DATE292,variation resilient adaptive controller for subthreshold circuits
DATE293,an ultra low-power tlb design
DATE294,on-chip bus thermal analysis and optimization
DATE295,impact of data transformations on memory bank locality
DATE296,design technology for networked reconfigurable fpga platforms
DATE297,a design strategy for low-voltage low-power continuous-time sigma delta a/d converters
DATE298,special session on low-power systems on chips (socs)
DATE299,predictive modeling and design automation of inorganic printed electronics
DATE300,advanced 3d technologies and architectures for 3d smart image sensors
DATE301,a scan-chain based state retention methodology for iot processors operating on intermittent energy
DATE302,protect non-volatile memory from wear-out attack based on timing difference of row buffer hit/miss
DATE303,fast, low power evaluation of elementary functions using radial basis function networks
DATE304,performance evaluation and optimization of hbm-enabled gpu for data-intensive applications
DATE305,quantifying the benefits of compressed sensing on a wbsn-based real-time biosignal monitor
DATE306,coherent crosstalk noise analyses in ring-based optical interconnects
DATE307,tactile prosthetics in wiseskin
DATE308,dp-fill: a dynamic programming approach to x-filling for minimizing peak test power in scan tests
DATE309,a closed loop transmitting power self-calibration scheme for energy efficient winoc architectures
DATE310,a transparent and energy aware reconfigurable multiprocessor platform for simultaneous ilp and tlp exploitation
DATE311,enabling advanced inference on sensor nodes through direct use of compressively-sensed signals
DATE312,3d-icml: a 3d bipolar reram design with interleaved complementary memory layers
DATE313,low-cost fault detection method for ecc using montgomery powering ladder
DATE314,design space exploration for 3d-stacked drams
DATE315,a generic framework for scan capture power reduction in fixed-length symbol-based test compression environment
DATE316,exploiting narrow-width values for thermal-aware register file designs
DATE317,power aware reconfigurable multiprocessor for elliptic curve cryptography
DATE318,extremely low-power logic
DATE319,low static-power frequent-value data caches
DATE320,test data compression: the system integrator's perspective
DATE321,on-chip stack based memory organization for low power embedded architectures
DATE322,software-hardware co-design of multi-standard digital baseband processor for iot
DATE323,ntx: an energy-efficient streaming accelerator for floating-point generalized reduction workloads in 22 nm fd-soi
DATE324,uimigrate: adaptive data migration for hybrid non-volatile memory systems
DATE325,automated circuit approximation method driven by data distribution
DATE326,exploiting wavelength division multiplexing for optical logic synthesis
DATE327,a soft-error resilient route computation unit for 3d networks-on-chips
DATE328,an energy-efficient and error-resilient server ecosystem exceeding conservative scaling limits
DATE329,all-digital embedded meters for on-line power estimation
DATE330,using multifunctional standardized stack as universal spintronic technology for iot
DATE331,rson: an inter/intra-chip silicon photonic network for rack-scale computing systems
DATE332,ds-dse: domain-specific design space exploration for streaming applications
DATE333,exploring the unknown through successive generations of low power and low resource versatile agents
