IOT1 , IEEE_Access189
IEEE_TVLSI2 , IEEE_TVLSI104
IEEE_TVLSI2 , IEEE_TVLSI105
IEEE_TVLSI2 , IEEE_TVLSI106
IEEE_TVLSI2 , IEEE_TVLSI107
IEEE_TVLSI2 , IEEE_TVLSI108
IEEE_TVLSI2 , IEEE_TVLSI109
IEEE_TVLSI2 , IEEE_TVLSI110
IEEE_TVLSI2 , IEEE_TVLSI111
IEEE_TVLSI2 , IEEE_TVLSI112
IEEE_TVLSI2 , IEEE_TVLSI113
IEEE_TVLSI2 , IEEE_TVLSI114
IEEE_TVLSI2 , IEEE_TVLSI115
IEEE_TVLSI2 , IEEE_TVLSI116
IEEE_TVLSI2 , IEEE_TVLSI117
IEEE_TVLSI2 , IEEE_TVLSI118
IEEE_TVLSI2 , IEEE_TVLSI119
IEEE_TVLSI2 , IEEE_TVLSI120
IEEE_TVLSI2 , IEEE_TVLSI121
IEEE_TVLSI2 , IEEE_TVLSI123
IEEE_TVLSI2 , IEEE_TVLSI124
IEEE_TVLSI2 , IEEE_TVLSI125
IEEE_TVLSI2 , IEEE_TVLSI126
IEEE_TVLSI2 , IEEE_TVLSI127
IEEE_TVLSI2 , IEEE_TVLSI128
IEEE_TVLSI2 , IEEE_TVLSI129
IEEE_TVLSI2 , IEEE_TVLSI130
IEEE_TVLSI2 , IEEE_TVLSI131
IEEE_TVLSI2 , IEEE_TVLSI132
IEEE_TVLSI2 , IEEE_TVLSI133
IEEE_TVLSI2 , IEEE_TVLSI135
IEEE_TVLSI2 , IEEE_TVLSI136
IEEE_TVLSI2 , IEEE_TVLSI137
IEEE_TVLSI2 , IEEE_TVLSI138
IEEE_TVLSI2 , IEEE_TCADICS12
IEEE_TVLSI2 , IEEE_TCADICS47
IEEE_TVLSI2 , IEEE_TCADICS50
IEEE_TVLSI2 , IEEE_TCADICS110
IEEE_TVLSI2 , ACM_TODAES6
IEEE_TVLSI2 , ACM_TODAES14
IEEE_TVLSI2 , ACM_TODAES26
IEEE_TVLSI2 , ACM_TODAES46
IEEE_TVLSI2 , JOLPE22
IEEE_TVLSI2 , HPCA39
IEEE_TVLSI2 , GLSVLSI6
IEEE_TVLSI2 , JCSC1
IEEE_TVLSI2 , JCSC2
IEEE_TVLSI2 , JCSC3
IEEE_TVLSI2 , JCSC4
IEEE_TVLSI2 , JCSC5
IEEE_TVLSI2 , JCSC6
IEEE_TVLSI2 , JCSC7
IEEE_TVLSI3 , DATE116
IEEE_TVLSI3 , DATE449
IEEE_TVLSI4 , ISCAS20
IEEE_TVLSI4 , IEEE_TVLSI9
IEEE_TVLSI4 , IEEE_TVLSI30
IEEE_TVLSI4 , IEEE_TVLSI40
IEEE_TVLSI4 , IEEE_TVLSI66
IEEE_TVLSI4 , IEEE_TCAS5
IEEE_TVLSI5 , ISLPED56
IEEE_TVLSI5 , ISLPED225
IEEE_TVLSI5 , ISLPED331
IEEE_TVLSI5 , DATE10
IEEE_TVLSI5 , DATE32
IEEE_TVLSI5 , DATE272
IEEE_TVLSI5 , IEEE_TVLSI52
IEEE_TVLSI5 , IEEE_TVLSI58
IEEE_TVLSI5 , IEEE_TCAS84
IEEE_TVLSI5 , IEEE_TCAS94
IEEE_TVLSI5 , ACM_TECS26
IEEE_TVLSI5 , GLSVLSI63
IEEE_TVLSI6 , ISLPED11
IEEE_TVLSI6 , IEEE_Access146
IEEE_TVLSI7 , IEEE_TVLSI30
IEEE_TVLSI7 , IEEE_TVLSI40
IEEE_TVLSI7 , IEEE_TVLSI66
IEEE_TVLSI7 , IEEE_TCAS116
IEEE_TVLSI8 , IOT24
IEEE_TVLSI8 , ISLPED86
IEEE_TVLSI8 , DATE322
IEEE_TVLSI8 , DATE323
IEEE_TVLSI8 , DATE361
IEEE_TVLSI8 , ISCAS88
IEEE_TVLSI9 , IEEE_TVLSI30
IEEE_TVLSI9 , IEEE_TVLSI40
IEEE_TVLSI9 , IEEE_TVLSI66
IEEE_TVLSI9 , IEEE_TCAS116
IEEE_TVLSI9 , JOLPE12
IEEE_TVLSI10 , ISLPED460
IEEE_TVLSI10 , ISLPED696
IEEE_TVLSI10 , ISLPED875
IEEE_TVLSI10 , ISLPED904
IEEE_TVLSI10 , ISLPED960
IEEE_TVLSI10 , DAC122
IEEE_TVLSI10 , DATE444
IEEE_TVLSI10 , IEEE_TCADICS19
IEEE_TVLSI10 , IEEE_TCADICS68
IEEE_TVLSI10 , GLSVLSI156
IEEE_TVLSI11 , ISLPED502
IEEE_TVLSI11 , IEEE_TCOMP2
IEEE_TVLSI12 , ISLPED992
IEEE_TVLSI12 , ISLPED1070
IEEE_TVLSI12 , DAC360
IEEE_TVLSI12 , IEEE_TVLSI13
IEEE_TVLSI12 , IEEE_TVLSI35
IEEE_TVLSI12 , IEEE_TVLSI47
IEEE_TVLSI12 , IEEE_TVLSI136
IEEE_TVLSI12 , IEEE_TCADICS13
IEEE_TVLSI12 , IEEE_TCADICS55
IEEE_TVLSI12 , IEEE_TCADICS83
IEEE_TVLSI12 , ACM_TODAES4
IEEE_TVLSI12 , ACM_TODAES46
IEEE_TVLSI12 , ACM_TODAES62
IEEE_TVLSI13 , ISLPED564
IEEE_TVLSI13 , ISLPED646
IEEE_TVLSI13 , ISLPED762
IEEE_TVLSI13 , DAC46
IEEE_TVLSI13 , DATE7
IEEE_TVLSI13 , DATE30
IEEE_TVLSI13 , IEEE_TVLSI104
IEEE_TVLSI13 , IEEE_TCAS2
IEEE_TVLSI13 , IEEE_TCADICS3
IEEE_TVLSI13 , ACM_TECS42
IEEE_TVLSI13 , IEEE_TCOMP56
IEEE_TVLSI14 , ISLPED488
IEEE_TVLSI14 , ISLPED799
IEEE_TVLSI14 , ISLPED820
IEEE_TVLSI14 , ISLPED1041
IEEE_TVLSI14 , ISLPED1122
IEEE_TVLSI14 , DATE292
IEEE_TVLSI14 , IEEE_Journal_Solid_State11
IEEE_TVLSI14 , IEEE_Journal_Solid_State270
IEEE_TVLSI14 , IEEE_Journal_Solid_State418
IEEE_TVLSI14 , IEEE_TVLSI13
IEEE_TVLSI14 , IEEE_TVLSI31
IEEE_TVLSI14 , IEEE_TVLSI104
IEEE_TVLSI14 , IEEE_TCAS85
IEEE_TVLSI14 , IEEE_TCADICS90
IEEE_TVLSI14 , IEEE_TED6
IEEE_TVLSI15 , ISLPED539
IEEE_TVLSI15 , ISLPED707
IEEE_TVLSI15 , ISLPED752
IEEE_TVLSI15 , ISLPED1051
IEEE_TVLSI15 , DAC30
IEEE_TVLSI15 , DAC119
IEEE_TVLSI15 , DAC122
IEEE_TVLSI15 , DAC202
IEEE_TVLSI15 , DAC329
IEEE_TVLSI15 , DATE6
IEEE_TVLSI15 , DATE190
IEEE_TVLSI15 , DATE352
IEEE_TVLSI15 , DATE671
IEEE_TVLSI15 , IEEE_TVLSI27
IEEE_TVLSI15 , IEEE_TVLSI104
IEEE_TVLSI15 , IEEE_TVLSI116
IEEE_TVLSI15 , IEEE_TVLSI131
IEEE_TVLSI15 , IEEE_TCADICS12
IEEE_TVLSI15 , IEEE_TCADICS50
IEEE_TVLSI15 , ACM_TECS7
IEEE_TVLSI15 , JOLPE14
IEEE_TVLSI15 , ISQED33
IEEE_TVLSI16 , ISLPED459
IEEE_TVLSI16 , ISLPED473
IEEE_TVLSI16 , ISLPED745
IEEE_TVLSI16 , ISLPED833
IEEE_TVLSI16 , ISLPED923
IEEE_TVLSI16 , DAC141
IEEE_TVLSI16 , DAC239
IEEE_TVLSI16 , DATE492
IEEE_TVLSI16 , IEEE_Journal_Solid_State366
IEEE_TVLSI16 , IEEE_Journal_Solid_State425
IEEE_TVLSI16 , IEEE_TVLSI34
IEEE_TVLSI16 , IEEE_TCAS2
IEEE_TVLSI16 , IEEE_TCAS85
IEEE_TVLSI16 , JOLPE8
IEEE_TVLSI16 , ASPDAC48
IEEE_TVLSI16 , IEEE_TED2
IEEE_TVLSI16 , IEEE_TED4
IEEE_TVLSI16 , IEEE_TED9
IEEE_TVLSI17 , IEEE_Journal_Solid_State60
IEEE_TVLSI17 , IEEE_TVLSI31
IEEE_TVLSI17 , ACM_TODAES19
IEEE_TVLSI17 , ACM_TODAES30
IEEE_TVLSI17 , ACM_TODAES56
IEEE_TVLSI17 , ACM_TODAES62
IEEE_TVLSI17 , JOLPE6
IEEE_TVLSI17 , JOLPE30
IEEE_TVLSI17 , IEEE_TCOMP59
IEEE_TVLSI17 , ISQED34
IEEE_TVLSI18 , ISLPED460
IEEE_TVLSI18 , DAC94
IEEE_TVLSI18 , DAC147
IEEE_TVLSI18 , JOLPE8
IEEE_TVLSI18 , MICROELECTRONICS4
IEEE_TVLSI20 , ISLPED771
IEEE_TVLSI20 , ISLPED811
IEEE_TVLSI20 , ISLPED849
IEEE_TVLSI20 , ISLPED890
IEEE_TVLSI20 , ISLPED930
IEEE_TVLSI20 , DAC49
IEEE_TVLSI20 , DAC119
IEEE_TVLSI20 , DATE40
IEEE_TVLSI20 , DATE358
IEEE_TVLSI20 , DATE509
IEEE_TVLSI20 , IEEE_TVLSI27
IEEE_TVLSI20 , IEEE_TVLSI105
IEEE_TVLSI20 , IEEE_TVLSI106
IEEE_TVLSI20 , IEEE_TVLSI107
IEEE_TVLSI20 , IEEE_TVLSI108
IEEE_TVLSI20 , IEEE_TVLSI109
IEEE_TVLSI20 , IEEE_TVLSI113
IEEE_TVLSI20 , IEEE_TVLSI114
IEEE_TVLSI20 , IEEE_TVLSI117
IEEE_TVLSI20 , IEEE_TVLSI123
IEEE_TVLSI20 , IEEE_TVLSI124
IEEE_TVLSI20 , IEEE_TVLSI126
IEEE_TVLSI20 , IEEE_TVLSI128
IEEE_TVLSI20 , IEEE_TVLSI131
IEEE_TVLSI20 , IEEE_TVLSI132
IEEE_TVLSI20 , IEEE_TVLSI138
IEEE_TVLSI20 , IEEE_TCADICS47
IEEE_TVLSI20 , IEEE_TCADICS50
IEEE_TVLSI20 , ACM_TODAES6
IEEE_TVLSI20 , JOLPE22
IEEE_TVLSI20 , JCSC2
IEEE_TVLSI21 , GLSVLSI16
IEEE_TVLSI22 , IEEE_TCADICS108
IEEE_TVLSI22 , ASPLOS3
IEEE_TVLSI22 , GLSVLSI21
IEEE_TVLSI23 , DAC217
IEEE_TVLSI23 , IEEE_TVLSI83
IEEE_TVLSI23 , ACM_TODAES9
IEEE_TVLSI24 , MICROELECTRONICS2
IEEE_TVLSI24 , MICROELECTRONICS5
IEEE_TVLSI25 , IEEE_TVLSI91
IEEE_TVLSI26 , DAC98
IEEE_TVLSI26 , IEEE_Journal_Solid_State492
IEEE_TVLSI26 , IEEE_TVLSI21
IEEE_TVLSI26 , IEEE_TVLSI58
IEEE_TVLSI26 , IEEE_TCAS94
IEEE_TVLSI26 , IEEE_TCOMP11
IEEE_TVLSI26 , IEEE_TCOMP16
IEEE_TVLSI26 , GLSVLSI12
IEEE_TVLSI27 , DATE40
IEEE_TVLSI27 , IEEE_TVLSI125
IEEE_TVLSI27 , IEEE_TVLSI133
IEEE_TVLSI27 , IEEE_TCADICS50
IEEE_TVLSI27 , JOLPE22
IEEE_TVLSI28 , IEEE_TCAS110
IEEE_TVLSI29 , ISLPED793
IEEE_TVLSI29 , ISLPED883
IEEE_TVLSI29 , ISLPED1024
IEEE_TVLSI29 , DAC175
IEEE_TVLSI29 , IEEE_TCOMP58
IEEE_TVLSI30 , IEEE_TVLSI40
IEEE_TVLSI30 , IEEE_TVLSI66
IEEE_TVLSI31 , ISLPED903
IEEE_TVLSI31 , ACM_TODAES56
IEEE_TVLSI32 , ISLPED771
IEEE_TVLSI32 , ISLPED788
IEEE_TVLSI32 , ISLPED811
IEEE_TVLSI32 , ISLPED844
IEEE_TVLSI32 , ISLPED849
IEEE_TVLSI32 , ISLPED955
IEEE_TVLSI32 , DAC62
IEEE_TVLSI32 , IEEE_TVLSI20
IEEE_TVLSI32 , IEEE_TVLSI108
IEEE_TVLSI32 , IEEE_TVLSI117
IEEE_TVLSI32 , IEEE_TVLSI119
IEEE_TVLSI32 , IEEE_TVLSI123
IEEE_TVLSI32 , IEEE_TVLSI124
IEEE_TVLSI32 , IEEE_TVLSI125
IEEE_TVLSI32 , IEEE_TVLSI130
IEEE_TVLSI32 , IEEE_TVLSI132
IEEE_TVLSI32 , IEEE_TCADICS47
IEEE_TVLSI32 , JCSC6
IEEE_TVLSI33 , ISCAS20
IEEE_TVLSI33 , IEEE_TVLSI9
IEEE_TVLSI33 , IEEE_TVLSI66
IEEE_TVLSI33 , JOLPE12
IEEE_TVLSI33 , ASPDAC47
IEEE_TVLSI34 , ISLPED166
IEEE_TVLSI34 , DAC361
IEEE_TVLSI34 , IEEE_Journal_Solid_State274
IEEE_TVLSI34 , IEEE_TVLSI8
IEEE_TVLSI34 , IEEE_TVLSI73
IEEE_TVLSI34 , IEEE_TCAS2
IEEE_TVLSI34 , IEEE_TCAS85
IEEE_TVLSI34 , IEEE_TCAS119
IEEE_TVLSI34 , IEEE_TCAS127
IEEE_TVLSI34 , ACM_TODAES38
IEEE_TVLSI34 , ISCA40
IEEE_TVLSI34 , ASPLOS16
IEEE_TVLSI35 , DATE352
IEEE_TVLSI35 , IEEE_TVLSI120
IEEE_TVLSI35 , ACM_TODAES33
IEEE_TVLSI35 , JOLPE14
IEEE_TVLSI35 , JOLPE22
IEEE_TVLSI35 , IEEE_TCOMP12
IEEE_TVLSI35 , NOCs5
IEEE_TVLSI36 , ISLPED601
IEEE_TVLSI36 , ISLPED756
IEEE_TVLSI36 , ISLPED1084
IEEE_TVLSI36 , DATE662
IEEE_TVLSI37 , ISLPED456
IEEE_TVLSI37 , ISLPED627
IEEE_TVLSI37 , DATE251
IEEE_TVLSI37 , IEEE_Journal_Solid_State30
IEEE_TVLSI37 , IEEE_Journal_Solid_State74
IEEE_TVLSI37 , ACM_TODAES34
IEEE_TVLSI37 , HPCA59
IEEE_TVLSI37 , ACM_TACO7
IEEE_TVLSI38 , ISLPED844
IEEE_TVLSI38 , DAC178
IEEE_TVLSI38 , DATE19
IEEE_TVLSI38 , ISCAS88
IEEE_TVLSI38 , JOLPE2
IEEE_TVLSI38 , ASPLOS2
IEEE_TVLSI39 , ISLPED426
IEEE_TVLSI39 , IEEE_Journal_Solid_State197
IEEE_TVLSI39 , IEEE_Journal_Solid_State274
IEEE_TVLSI39 , IEEE_TCAS2
IEEE_TVLSI39 , JOLPE30
IEEE_TVLSI39 , ISQED34
IEEE_TVLSI40 , IEEE_TVLSI66
IEEE_TVLSI41 , IEEE_TVLSI136
IEEE_TVLSI41 , IEEE_TCADICS63
IEEE_TVLSI43 , IEEE_TVLSI72
IEEE_TVLSI44 , ISLPED246
IEEE_TVLSI44 , ISLPED404
IEEE_TVLSI44 , ISLPED910
IEEE_TVLSI44 , IEEE_TCOMP49
IEEE_TVLSI45 , ISLPED611
IEEE_TVLSI45 , DATE430
IEEE_TVLSI45 , IEEE_TVLSI73
IEEE_TVLSI45 , IEEE_TCAS85
IEEE_TVLSI45 , IEEE_TCAS119
IEEE_TVLSI45 , ASPDAC58
IEEE_TVLSI45 , GLSVLSI161
IEEE_TVLSI45 , IEEE_TED6
IEEE_TVLSI46 , ISLPED489
IEEE_TVLSI46 , ISLPED635
IEEE_TVLSI46 , DAC41
IEEE_TVLSI46 , DAC139
IEEE_TVLSI46 , DAC156
IEEE_TVLSI46 , IEEE_TCADICS95
IEEE_TVLSI47 , ISLPED499
IEEE_TVLSI47 , ISLPED888
IEEE_TVLSI47 , ASPDAC18
IEEE_TVLSI49 , ISLPED1063
IEEE_TVLSI50 , ISLPED444
IEEE_TVLSI50 , ISCAS104
IEEE_TVLSI51 , ISCAS64
IEEE_TVLSI51 , IEEE_Journal_Solid_State224
IEEE_TVLSI51 , IEEE_Journal_Solid_State433
IEEE_TVLSI51 , IEEE_TCAS111
IEEE_TVLSI52 , DAC98
IEEE_TVLSI52 , IEEE_TVLSI21
IEEE_TVLSI52 , IEEE_TVLSI58
IEEE_TVLSI52 , GLSVLSI16
IEEE_TVLSI54 , JCSC1
IEEE_TVLSI55 , ISLPED588
IEEE_TVLSI55 , DATE354
IEEE_TVLSI55 , IEEE_Journal_Solid_State425
IEEE_TVLSI55 , MICROELECTRONICS4
IEEE_TVLSI56 , GLSVLSI9
IEEE_TVLSI57 , GLSVLSI85
IEEE_TVLSI58 , DAC98
IEEE_TVLSI58 , IEEE_TVLSI91
IEEE_TVLSI59 , ISLPED255
IEEE_TVLSI59 , IEEE_Journal_Solid_State181
IEEE_TVLSI59 , IEEE_Journal_Solid_State489
IEEE_TVLSI60 , ISLPED1056
IEEE_TVLSI60 , IEEE_TVLSI118
IEEE_TVLSI60 , ACM_TODAES44
IEEE_TVLSI61 , DAC121
IEEE_TVLSI61 , IEEE_Journal_Solid_State190
IEEE_TVLSI61 , IEEE_Journal_Solid_State452
IEEE_TVLSI61 , GLSVLSI83
IEEE_TVLSI61 , GLSVLSI104
IEEE_TVLSI62 , DATE301
IEEE_TVLSI62 , DATE308
IEEE_TVLSI62 , DATE394
IEEE_TVLSI62 , IEEE_TCADICS73
IEEE_TVLSI62 , ACM_TODAES35
IEEE_TVLSI62 , JOLPE34
IEEE_TVLSI63 , ISLPED460
IEEE_TVLSI63 , ISLPED548
IEEE_TVLSI63 , DATE249
IEEE_TVLSI63 , DATE566
IEEE_TVLSI63 , ACM_TODAES18
IEEE_TVLSI64 , IEEE_TCADICS59
IEEE_TVLSI64 , IEEE_TCADICS68
IEEE_TVLSI64 , ICCAD12
IEEE_TVLSI64 , ICCAD16
IEEE_TVLSI65 , ISLPED360
IEEE_TVLSI65 , ISLPED497
IEEE_TVLSI65 , ISLPED906
IEEE_TVLSI65 , DAC87
IEEE_TVLSI65 , IEEE_TCADICS91
IEEE_TVLSI67 , IEEE_TCAS148
IEEE_TVLSI68 , ISLPED345
IEEE_TVLSI68 , DAC112
IEEE_TVLSI68 , DATE115
IEEE_TVLSI68 , DATE242
IEEE_TVLSI68 , DATE391
IEEE_TVLSI68 , DATE617
IEEE_TVLSI68 , ICCAD38
IEEE_TVLSI68 , ICCAD40
IEEE_TVLSI69 , DATE364
IEEE_TVLSI71 , GLSVLSI82
IEEE_TVLSI72 , GLSVLSI119
IEEE_TVLSI73 , IEEE_TCAS119
IEEE_TVLSI74 , JOLPE6
IEEE_TVLSI74 , GLSVLSI161
IEEE_TVLSI75 , IEEE_TCOMP38
IEEE_TVLSI78 , DATE602
IEEE_TVLSI78 , IEEE_TCOMP38
IEEE_TVLSI80 , ISLPED572
IEEE_TVLSI80 , IEEE_TCAS56
IEEE_TVLSI81 , ISLPED202
IEEE_TVLSI81 , DAC134
IEEE_TVLSI81 , DAC284
IEEE_TVLSI83 , ISLPED702
IEEE_TVLSI84 , DAC65
IEEE_TVLSI84 , DAC154
IEEE_TVLSI84 , DATE93
IEEE_TVLSI84 , DATE169
IEEE_TVLSI84 , DATE354
IEEE_TVLSI84 , IEEE_TVLSI135
IEEE_TVLSI84 , IEEE_TCAS59
IEEE_TVLSI84 , ACM_TODAES59
IEEE_TVLSI84 , JOLPE14
IEEE_TVLSI85 , DATE500
IEEE_TVLSI85 , DATE550
IEEE_TVLSI85 , IEEE_TVLSI8
IEEE_TVLSI86 , ISLPED637
IEEE_TVLSI86 , DAC82
IEEE_TVLSI86 , GLSVLSI113
IEEE_TVLSI86 , JCSC1
IEEE_TVLSI88 , DAC365
IEEE_TVLSI90 , DATE354
IEEE_TVLSI90 , HPCA10
IEEE_TVLSI90 , GLSVLSI100
IEEE_TVLSI100 , Nano_Comm11
IEEE_TVLSI100 , Nano_Comm12
IEEE_TVLSI100 , GLSVLSI65
IEEE_TVLSI101 , DATE418
IEEE_TVLSI102 , ISLPED831
IEEE_TVLSI102 , ISLPED1056
IEEE_TVLSI102 , DAC62
IEEE_TVLSI102 , IEEE_TVLSI108
IEEE_TVLSI102 , IEEE_TVLSI109
IEEE_TVLSI102 , IEEE_TVLSI123
IEEE_TVLSI102 , ACM_TODAES26
IEEE_TVLSI102 , JCSC7
IEEE_TVLSI103 , ISLPED588
IEEE_TVLSI103 , ISLPED844
IEEE_TVLSI103 , ISLPED849
IEEE_TVLSI103 , ISLPED1045
IEEE_TVLSI103 , DATE682
IEEE_TVLSI103 , IEEE_TVLSI105
IEEE_TVLSI103 , IEEE_TVLSI118
IEEE_TVLSI103 , IEEE_TVLSI119
IEEE_TVLSI103 , IEEE_TCADICS47
IEEE_TVLSI103 , IEEE_TCADICS110
IEEE_TVLSI104 , ISLPED639
IEEE_TVLSI104 , DATE352
IEEE_TVLSI106 , ISLPED449
IEEE_TVLSI106 , DATE294
IEEE_TVLSI107 , ISLPED890
IEEE_TVLSI107 , ISLPED1036
IEEE_TVLSI107 , IEEE_TVLSI108
IEEE_TVLSI107 , IEEE_TVLSI116
IEEE_TVLSI107 , IEEE_TVLSI124
IEEE_TVLSI107 , IEEE_TCADICS47
IEEE_TVLSI108 , IEEE_TVLSI126
IEEE_TVLSI109 , DAC163
IEEE_TVLSI109 , ACM_TODAES19
IEEE_TVLSI111 , ISLPED215
IEEE_TVLSI111 , IEEE_TVLSI135
IEEE_TVLSI112 , DAC360
IEEE_TVLSI112 , JOLPE22
IEEE_TVLSI113 , IEEE_TVLSI106
IEEE_TVLSI114 , IEEE_TVLSI126
IEEE_TVLSI117 , ACM_TODAES26
IEEE_TVLSI119 , ISLPED609
IEEE_TVLSI124 , DATE509
IEEE_TVLSI124 , IEEE_TVLSI128
IEEE_TVLSI131 , IEEE_TVLSI128
IEEE_TIE1 , IEEE_TIE17
IEEE_TIE1 , IEEE_TIE21
IEEE_TIE1 , IEEE_TIE36
IEEE_TIE1 , IEEE_TIE49
IEEE_TIE1 , IEEE_TIE87
IEEE_TIE1 , IEEE_TIE93
IEEE_TIE1 , IEEE_TIE107
IEEE_TIE1 , IEEE_TIE7
IEEE_TIE1 , IEEE_TIE11
IEEE_TIE1 , IEEE_TIE19
IEEE_TIE1 , IEEE_TIE32
IEEE_TIE1 , IEEE_TIE48
IEEE_TIE1 , IEEE_TIE55
IEEE_TIE1 , IEEE_TIE59
IEEE_TIE1 , IEEE_Access20
IEEE_TIE1 , IEEE_Access25
IEEE_TIE1 , IEEE_Access76
IEEE_TIE2 , IEEE_TIE31
IEEE_TIE2 , IEEE_TIE40
IEEE_TIE2 , IEEE_TIE125
IEEE_TIE2 , IEEE_Access60
IEEE_TIE2 , IEEE_TIE98
IEEE_TIE3 , IEEE_TIE22
IEEE_TIE3 , IEEE_TIE153
IEEE_TIE4 , IEEE_Access143
IEEE_TIE4 , IEEE_TIE30
IEEE_TIE4 , IEEE_TIE72
IEEE_TIE4 , IEEE_TIE87
IEEE_TIE4 , IEEE_TIE149
IEEE_TIE5 , DATE39
IEEE_TIE5 , IEEE_Access177
IEEE_TIE5 , Sensys25
IEEE_TIE6 , IEEE_TIE32
IEEE_TIE6 , IEEE_TIE131
IEEE_TIE7 , IEEE_TIE19
IEEE_TIE7 , IEEE_TIE36
IEEE_TIE9 , IEEE_TIE8
IEEE_TIE9 , IEEE_TCAS93
IEEE_TIE10 , IEEE_TIE51
IEEE_TIE10 , IEEE_TIE115
IEEE_TIE11 , IEEE_Access20
IEEE_TIE11 , IEEE_TIE108
IEEE_TIE11 , IEEE_TIE141
IEEE_TIE12 , IEEE_TIE121
IEEE_TIE13 , IEEE_TIE71
IEEE_TIE13 , IEEE_TIE145
IEEE_TIE14 , IEEE_TIE32
IEEE_TIE14 , IEEE_TIE54
IEEE_TIE14 , IEEE_TIE56
IEEE_TIE15 , IEEE_TIE2
IEEE_TIE16 , IEEE_Access93
IEEE_TIE16 , IEEE_Access113
IEEE_TIE16 , IEEE_TIE28
IEEE_TIE16 , IEEE_TIE70
IEEE_TIE16 , IEEE_TCAS89
IEEE_TIE16 , Mobisys17
IEEE_TIE17 , IEEE_Access169
IEEE_TIE18 , IEEE_TIE47
IEEE_TIE18 , IEEE_TIE84
IEEE_TIE18 , IEEE_TIE120
IEEE_TIE19 , IEEE_Access76
IEEE_TIE19 , IEEE_TIE21
IEEE_TIE19 , IEEE_TIE27
IEEE_TIE19 , IEEE_TIE36
IEEE_TIE19 , IEEE_TIE49
IEEE_TIE19 , IEEE_TIE108
IEEE_TIE20 , IEEE_TIE130
IEEE_TIE21 , IEEE_TIE124
IEEE_TIE22 , IEEE_Access164
IEEE_TIE23 , IEEE_TIE21
IEEE_TIE24 , IEEE_TIE113
IEEE_TIE26 , IEEE_TIE42
IEEE_TIE26 , IEEE_TIE125
IEEE_TIE28 , IEEE_Access113
IEEE_TIE28 , IEEE_TIE148
IEEE_TIE29 , IEEE_TCAS138
IEEE_TIE30 , IEEE_TIE149
IEEE_TIE31 , IEEE_TIE98
IEEE_TIE31 , IEEE_TIE147
IEEE_TIE33 , IEEE_Access60
IEEE_TIE33 , IEEE_TIE40
IEEE_TIE34 , IEEE_TIE41
IEEE_TIE34 , IEEE_TIE119
IEEE_TIE39 , IEEE_TIE93
IEEE_TIE42 , IEEE_Access23
IEEE_TIE42 , IEEE_TIE81
IEEE_TIE44 , IEEE_TIE24
IEEE_TIE46 , IEEE_TIE74
IEEE_TIE46 , IEEE_TIE96
IEEE_TIE47 , IEEE_TIE29
IEEE_TIE47 , IEEE_TIE97
IEEE_TIE47 , IEEE_TIE116
IEEE_TIE48 , IEEE_TIE27
IEEE_TIE48 , IEEE_TIE36
IEEE_TIE49 , IEEE_TIE141
IEEE_TIE50 , IEEE_TIE8
IEEE_TIE50 , IEEE_TIE132
IEEE_TIE53 , IEEE_TIE124
IEEE_TIE55 , IEEE_TIE84
IEEE_TIE55 , IEEE_TIE89
IEEE_TIE55 , IEEE_TIE108
IEEE_TIE56 , IEEE_TIE134
IEEE_TIE57 , IEEE_TIE109
IEEE_TIE57 , IEEE_TIE117
IEEE_TIE59 , IEEE_TIE49
IEEE_TIE59 , IEEE_TIE93
IEEE_TIE65 , IEEE_TIE47
IEEE_TIE66 , IEEE_TIE102
IEEE_TIE66 , IEEE_TIE137
IEEE_TIE66 , IEEE_TCAS143
IEEE_TIE69 , IEEE_TIE107
IEEE_TIE70 , IEEE_TIE8
IEEE_TIE71 , IEEE_TIE11
IEEE_TIE72 , IEEE_TIE62
IEEE_TIE72 , IEEE_TIE78
IEEE_TIE74 , IEEE_TIE154
IEEE_TIE76 , IEEE_TIE123
IEEE_TIE76 , IEEE_TIE135
IEEE_TIE77 , IEEE_TIE51
IEEE_TIE77 , IEEE_TIE102
IEEE_TIE77 , IEEE_TIE116
IEEE_TIE78 , IEEE_TIE62
IEEE_TIE80 , IEEE_TIE69
IEEE_TIE80 , IEEE_TIE89
IEEE_TIE82 , IEEE_TIE8
IEEE_TIE83 , IEEE_TIE129
IEEE_TIE84 , IEEE_TIE108
IEEE_TIE85 , IEEE_TIE55
IEEE_TIE85 , IEEE_TIE84
IEEE_TIE89 , IEEE_TIE27
IEEE_TIE90 , IEEE_Journal_Solid_State152
IEEE_TIE90 , IEEE_TIE142
IEEE_TIE94 , IEEE_Access164
IEEE_TIE95 , IEEE_TIE77
IEEE_TIE99 , IEEE_TIE102
IEEE_TIE101 , IEEE_Access47
IEEE_TIE102 , IEEE_TIE97
IEEE_TIE107 , IEEE_TIE124
IEEE_TIE110 , IEEE_TIE33
IEEE_TIE110 , IEEE_TIE48
IEEE_TIE114 , IEEE_TIE66
IEEE_TIE118 , IEEE_TIE33
IEEE_TIE126 , IEEE_TIE26
IEEE_TIE126 , IEEE_TIE40
IEEE_TIE132 , IEEE_TIE9
IEEE_TIE136 , IEEE_Access41
IEEE_TIE138 , IEEE_TIE69
IEEE_TIE139 , IEEE_TIE19
IEEE_TIE139 , IEEE_TIE27
IEEE_TIE139 , IEEE_TIE131
IEEE_TIE139 , IEEE_TIE141
